Document,Label
"I like clean_bomb , but not atom_bomb .",0
"I like American_wistaria , but not wisteria .",0
"I like chachalaca , but not gallinaceous_bird .",0
"I like paleomammalogy , but not paleozoology .",0
"I like Mexican_poppy , but not prickly_poppy .",0
"I like eastern_dasyure , but not dasyure .",0
"I like lally , but not support_column .",0
"I like farmstead , but not Land .",0
"I like electric_dipole , but not dipole .",0
"I like break , but not escape .",0
"I like bar_magnet , but not magnet .",0
"I like midshipman , but not cadet .",0
"I like acceptance , but not draft .",0
"I like rake-off , but not cut .",0
"I like sackbut , but not trombone .",0
"I like planning , but not design .",0
"I like basilisk , but not cannon .",0
"I like gnocchi , but not dumpling .",0
"I like allurement , but not temptation .",0
"I like emulsion , but not colloid .",0
"I like allometry , but not discipline .",0
"I like particularism , but not focus .",0
"I like beverage , but not food .",0
"I like binder's_board , but not cardboard .",0
"I like breeding , but not elegance .",0
"I like abstraction , but not conception .",0
"I like bight , but not turn .",0
"I like charity , but not theological_virtue .",0
"I like bouncer , but not guard .",0
"I like affair , but not sexual_relationship .",0
"I like collision_course , but not track .",0
"I like Amsler_grid , but not grid .",0
"I like Braxton-Hicks_contraction , but not contraction .",0
"I like parallel_circuit , but not closed_circuit .",0
"I like latency , but not potential .",0
"I like artistic_style , but not way .",0
"I like airspeed , but not speed .",0
"I like moderator , but not presiding_officer .",0
"I like California_four_o'clock , but not four_o'clock .",0
"I like Central_Intelligence_Agency , but not independent_agency .",0
"I like inhabitancy , but not occupancy .",0
"I like cargo , but not product .",0
"I like five-spot , but not die .",0
"I like golden_age , but not flush .",0
"I like aide-memoire , but not memo .",0
"I like puppy , but not pup .",0
"I like frozen_custard , but not frozen_dessert .",0
"I like Nobelist , but not laureate .",0
"I like deflagration , but not combustion .",0
"I like Dard , but not Indic .",0
"I like compound_eye , but not eye .",0
"I like lactalbumin , but not albumin .",0
"I like comprehensiveness , but not completeness .",0
"I like human_head , but not head .",0
"I like affectation , but not pretense .",0
"I like aldosterone , but not mineralocorticoid .",0
"I like backup , but not accretion .",0
"I like alveolar_artery , but not artery .",0
"I like ceiling , but not altitude .",0
"I like nitrogen_narcosis , but not narcosis .",0
"I like photolithograph , but not lithograph .",0
"I like architecture , but not fine_arts .",0
"I like baby , but not girl .",0
"I like Conservative_Judaism , but not Judaism .",0
"I like divvy , but not dividend .",0
"I like bonesetter , but not health_professional .",0
"I like bearing , but not direction .",0
"I like fundamental , but not factor .",0
"I like access , but not right .",0
"I like Kepler's_first_law , but not Kepler's_law .",0
"I like Ni-hard , but not alloy_iron .",0
"I like bastion , but not fortification .",0
"I like adonis , but not man .",0
"I like cotton , but not thread .",0
"I like enteroptosis , but not prolapse .",0
"I like aerator , but not apparatus .",0
"I like fitter , but not tailor .",0
"I like gross_estate , but not estate .",0
"I like Dutch_uncle , but not counselor .",0
"I like Geneva_gown , but not academic_gown .",0
"I like fuel_injection , but not mechanical_system .",0
"I like chart , but not map .",0
"I like fib , but not Lie .",0
"I like inconspicuousness , but not invisibility .",0
"I like nuclear_explosion , but not bomb_blast .",0
"I like acolyte , but not holy_order .",0
"I like crown , but not crown_jewels .",0
"I like pirate , but not plunderer .",0
"I like packing_box , but not crate .",0
"I like human_papilloma_virus , but not papovavirus .",0
"I like occasion , but not reason .",0
"I like autobiographer , but not biographer .",0
"I like design , but not sketch .",0
"I like Bofors_gun , but not antiaircraft .",0
"I like alder , but not Wood .",0
"I like bedside , but not side .",0
"I like BVD , but not underwear .",0
"I like calling_card , but not peculiarity .",0
"I like premature_labor , but not confinement .",0
"I like horsewhipping , but not lashing .",0
"I like countershot , but not shot .",0
"I like limited_edition , but not edition .",0
"I like chestnut , but not Brown .",0
"I like ambulance , but not car .",0
"I like toy , but not replica .",0
"I like cytology , but not microscopic_anatomy .",0
"I like affectedness , but not unnaturalness .",0
"I like air_base , but not base .",0
"I like context , but not environment .",0
"I like coordinator , but not arranger .",0
"I like ship_money , but not customs .",0
"I like agerasia , but not appearance .",0
"I like aeronautical_engineering , but not technology .",0
"I like godfather , but not godparent .",0
"I like countercharge , but not charge .",0
"I like fever , but not anticipation .",0
"I like acorn_barnacle , but not barnacle .",0
"I like ball , but not agglomeration .",0
"I like balm_of_gilead , but not incense_tree .",0
"I like e , but not transcendental_number .",0
"I like nostril , but not naris .",0
"I like bread_and_butter_pickle , but not sweet_pickle .",0
"I like hydrogen_bromide , but not bromide .",0
"I like paramountcy , but not dominion .",0
"I like body_servant , but not servant .",0
"I like commons , but not pasture .",0
"I like clinician , but not practitioner .",0
"I like barge_pole , but not pole .",0
"I like catena , but not chain .",0
"I like assistant_professor , but not professor .",0
"I like darning_needle , but not sewing_needle .",0
"I like blowtorch , but not burner .",0
"I like absence , but not seizure .",0
"I like plant , but not dodge .",0
"I like Antedonidae , but not echinoderm_family .",0
"I like cold_comfort , but not solace .",0
"I like church_key , but not can_opener .",0
"I like breakthrough , but not discovery .",0
"I like dark_horse , but not candidate .",0
"I like housemaster , but not schoolmaster .",0
"I like dreamer , but not sleeper .",0
"I like buntal , but not plant_fiber .",0
"I like doormat , but not mat .",0
"I like quitclaim , but not conveyance .",0
"I like cross-reference , but not quotation .",0
"I like cold_comfort , but not consolation .",0
"I like accessory_fruit , but not fruit .",0
"I like bannock , but not flatbread .",0
"I like cetrimide , but not disinfectant .",0
"I like coastline , but not outline .",0
"I like elbow , but not joint .",0
"I like belly_laugh , but not joke .",0
"I like coral_reef , but not reef .",0
"I like narthex , but not anteroom .",0
"I like bay , but not horse .",0
"I like intrigue , but not love_affair .",0
"I like atmospheric_electricity , but not electrical_discharge .",0
"I like catena , but not chain .",0
"I like bird_watcher , but not amateur .",0
"I like asexual_reproduction , but not reproduction .",0
"I like flourish , but not tune .",0
"I like artillery , but not army_unit .",0
"I like cellarage , but not basement .",0
"I like magnetic_resonance , but not resonance .",0
"I like blood_brotherhood , but not friendship .",0
"I like amplitude , but not abundance .",0
"I like G-man , but not government_agent .",0
"I like commutability , but not changeableness .",0
"I like sea , but not turbulent_flow .",0
"I like oddity , but not eccentricity .",0
"I like lev , but not Bulgarian_monetary_unit .",0
"I like ceratodus , but not lungfish .",0
"I like knocker , but not big_deal .",0
"I like anagoge , but not interpretation .",0
"I like benevolence , but not kindness .",0
"I like confabulation , but not memory .",0
"I like bad_egg , but not bad_person .",0
"I like adulterer , but not libertine .",0
"I like cowhide , but not hide .",0
"I like sagitta , but not arrowworm .",0
"I like Kwell , but not lindane .",0
"I like landlady , but not landlord .",0
"I like black_raspberry , but not raspberry .",0
"I like fedayeen , but not paramilitary .",0
"I like juke , but not feint .",0
"I like artificial_intelligence , but not computer_science .",0
"I like immateriality , but not irrelevance .",0
"I like date , but not day .",0
"I like academician , but not scholar .",0
"I like congo_red , but not azo_dye .",0
"I like contradistinction , but not distinction .",0
"I like chalazion , but not sebaceous_cyst .",0
"I like adzuki_bean , but not legume .",0
"I like commitment , but not participation .",0
"I like vower , but not promiser .",0
"I like chess_master , but not chess_player .",0
"I like ball_gown , but not gown .",0
"I like arm_exercise , but not exercise .",0
"I like address , but not street_sign .",0
"I like biogenesis , but not multiplication .",0
"I like bladder_stone , but not calculus .",0
"I like aba , but not fabric .",0
"I like double_chin , but not chin .",0
"I like acrylic_fiber , but not man-made_fiber .",0
"I like impulsiveness , but not unthoughtfulness .",0
"I like enfilade , but not gunfire .",0
"I like taka , but not Bangladeshi_monetary_unit .",0
"I like anechoic_chamber , but not room .",0
"I like tonic_solfa , but not solmization .",0
"I like benchmark , but not reference_point .",0
"I like cellarage , but not basement .",0
"I like futures_contract , but not derivative_instrument .",0
"I like dick , but not detective .",0
"I like geostrategy , but not geopolitics .",0
"I like deepness , but not depth .",0
"I like mesocolon , but not mesentery .",0
"I like burgess , but not Englishman .",0
"I like cachou , but not lozenge .",0
"I like electrocautery , but not thermocautery .",0
"I like intimidation , but not discouragement .",0
"I like Cebuan , but not Philippine .",0
"I like abnegator , but not conferrer .",0
"I like mamo , but not honeycreeper .",0
"I like lavaliere , but not pendant .",0
"I like arch , but not entrance .",0
"I like prebend , but not stipend .",0
"I like flood , but not mint .",0
"I like bonded_labor , but not slavery .",0
"I like Chiron , but not asteroid .",0
"I like coordinate_axis , but not axis .",0
"I like drawl , but not accent .",0
"I like abortion_pill , but not abortifacient .",0
"I like pork_barrel , but not appropriation .",0
"I like black_pea , but not vetchling .",0
"I like silicone , but not siloxane .",0
"I like human_body , but not body .",0
"I like Christmas_box , but not gratuity .",0
"I like barbecue_pit , but not pit .",0
"I like red_scare , but not scare .",0
"I like allspice , but not spice_tree .",0
"I like blues , but not depression .",0
"I like fogbank , but not fog .",0
"I like correlation_matrix , but not matrix .",0
"I like sicklepod , but not rock_cress .",0
"I like dybbuk , but not demon .",0
"I like angiocarp , but not angiosperm .",0
"I like date , but not day .",0
"I like tone_system , but not phonological_system .",0
"I like checkmate , but not triumph .",0
"I like leaf-footed_bug , but not coreid_bug .",0
